Fall;Gewicht;Erreichbarkeit;STICH;f1;f2_question;f2A1;f2A2;f2A3;f2A4;f2A5;f3_question;f3A1;f3A2;f3A3;f3A4;f3A5;f3A6;f4_question;f4A1;f4A2;f4A3;f4A4;f4A5;f4A6;f4A7;f4A8;f4A9;f4A10;f4A11;f5;f6_question;f6A1_1;f6A2_1;f6A3_1;f6A4_1;f6A5_1;f7;f8_question;f8A1_1;f8A2_1;f8A3_1;f8A4_1;f8A5_1;f8A6_1;f8A7_1;f8A8_1;f8A9_1;f9_question;f9A1_1;f9A2_1;f9A3_1;f9A4_1;f10_question;f10A1;f10A2;f10A3;f10A4;f10A5;f10A6;f11;f11b;f11c;f12;f13_question;f13A1_1;f13A2_1;f13A3_1;f14;f14b;f15;f16;f17;f18;f19_question;f19A1_1;f19A2_1;f19A3_1;f19A4_1;f19A5_1;f19A6_1;f20_question;f20A1_1;f20A2_1;f20A3_1;f20A4_1;f20A5_1;f20A6_1;f20A7_1;f20A8_1;f20A9_1;f20A10_1;f20A11_1;f21_question;f21A1;f21A2;f21A3;f21A4;f21A5;f21A6;f21A7;f21A8;f21A9;f21A10;f21A11;f21A12;f21A13;f22;f23_question;f23A1_1;f23A2_1;f23A3_1;f23A4_1;f24;f24b_question;f24bA1;f24bA2;f24bA3;f24bA4;f24bA5;f24bA6;f24bA7;f25;s1;s2A1;s2neu;S2b;s3A1;s4A1;s5;s6;s6b;s7;BLX;GGK7;GKBIK10
1556;0,71806280;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;0;0;1;1;1;1;0;0;0;3;;4;1;4;1;3;3;;1;1;2;2;2;1;2;2;9;;9;2;;2;;1;1;0;0;0;0;2;;1;1;;3;2;9;1;1;2;3;2;3;;3;4;4;2;2;1;;3;2;1;2;1;1;1;1;2;9;3;;1;0;1;0;0;0;1;1;1;0;0;0;;1;;3;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;7;4;5;7;10
1557;0,53783348;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;1;1;0;0;;0;0;1;1;0;0;1;1;0;0;0;3;;2;2;3;2;1;1;;1;2;1;1;1;1;3;1;2;;1;1;1;1;;1;0;1;0;0;0;1;4;;1;;2;2;3;2;;3;;3;1;;1;3;4;4;2;1;;2;1;1;1;2;1;2;2;2;1;2;;1;0;1;1;1;1;1;1;1;0;0;0;;1;;3;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;3;14;1;1
1558;1,07658757;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;0;1;1;1;0;0;0;0;1;;2;1;4;3;1;1;;1;1;1;1;1;1;1;3;1;;2;1;;1;;1;1;1;0;0;0;2;;2;4;;3;2;2;2;;2;1;3;1;;1;3;4;4;4;1;;2;3;1;2;1;2;2;1;1;2;2;;1;1;0;1;1;1;1;1;1;0;0;0;;2;;1;9;9;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;4;4;3;5;;8;5;5;10
1559;0,83608147;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;1;1;1;1;1;0;0;0;0;2;;4;2;3;2;2;3;;1;1;1;1;1;2;2;1;1;;1;1;2;2;;1;1;0;0;0;0;1;3;;1;;4;2;2;1;1;1;1;3;4;;2;1;3;3;2;1;;2;1;1;2;2;1;1;1;3;3;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;9;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;2;3;5;9;3;7
1560;1,14857105;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;0;1;0;0;1;1;0;0;0;3;;4;1;1;1;2;2;;2;1;2;2;2;1;2;2;2;;1;2;;2;;0;0;0;0;0;1;2;;2;4;;3;1;2;2;;1;1;3;1;;2;3;4;4;2;4;;1;1;1;2;1;2;2;1;2;2;2;;1;1;1;0;1;1;0;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;3;3;9;;5;5;6;8
1561;1,17275956;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;0;0;0;0;0;1;;1;0;1;1;0;0;1;0;0;0;0;4;;3;1;3;2;1;3;;1;2;3;1;2;2;2;2;1;;;;;;;1;0;1;0;0;0;1;4;;1;;3;1;2;2;;1;1;3;3;;3;1;4;3;2;1;;1;1;2;9;2;2;2;1;2;2;2;;1;1;1;0;1;1;0;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;3;1;2;8;8;4;8
1562;0,69130204;aus DatenschutzgrÅnden gelîscht ;1;3;;1;0;0;0;0;;1;0;0;1;0;0;;0;0;1;0;1;1;0;0;0;0;0;4;;2;2;3;2;4;2;;1;1;1;2;2;1;3;2;2;;2;;;1;;1;1;0;0;0;0;1;3;;4;;2;2;1;2;;2;1;2;3;;2;2;3;3;3;2;;2;1;2;1;1;1;2;2;2;2;3;;0;1;1;1;1;1;1;1;1;0;0;0;;1;;2;9;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;3;1;2;6;8;5;10
1563;0,76222548;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;0;1;0;0;;0;0;1;1;1;1;1;0;0;0;0;2;;4;2;3;2;1;1;;1;1;1;1;1;3;2;2;2;;2;2;;1;;1;1;0;0;0;0;1;5;;1;;4;9;2;2;;1;1;2;1;;1;4;4;4;3;1;;2;1;1;1;3;2;2;1;1;2;2;;1;1;1;1;1;1;1;1;0;0;0;0;;1;;2;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;4;6;4;10
1564;0,49988432;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;0;1;0;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;1;3;2;2;1;3;;2;2;1;2;2;2;1;3;2;;1;;2;;;1;1;0;0;0;0;2;;2;4;;3;1;1;2;;2;2;3;3;;2;9;4;3;2;1;;2;2;3;1;2;2;3;2;2;2;3;;0;1;1;1;1;1;1;0;1;0;0;0;;1;;3;3;3;3;1;;1;1;0;0;0;0;;3;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;12;;5;3;4;9
1565;1,61333808;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;0;1;1;1;0;0;;1;1;1;1;1;0;0;0;0;0;0;4;;1;9;1;2;4;3;;1;2;1;2;1;2;2;2;2;;;2;3;2;;1;0;1;0;0;0;1;2;;4;;2;1;2;2;;2;1;4;4;;3;3;3;3;9;2;;2;2;3;1;2;2;2;3;3;3;2;;0;0;1;1;1;0;1;1;1;0;0;0;;1;;3;3;3;2;3;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;7;2;3;4;5;3;3
1566;1,08098289;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;1;0;0;;0;1;1;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;2;;4;3;1;2;4;1;;1;2;1;1;1;2;3;2;1;;;2;1;2;;1;0;1;0;0;0;2;;1;2;;4;2;2;2;;3;;4;3;;4;2;4;4;3;3;;1;1;1;2;1;1;2;1;3;3;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;0;0;0;0;;3;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;3;8;2;2
1567;0,57256253;aus DatenschutzgrÅnden gelîscht ;2;3;;0;0;0;1;0;;1;0;1;1;0;0;;1;1;1;0;1;0;1;0;0;0;0;3;;4;2;3;2;3;3;;1;1;1;2;3;2;2;1;2;;1;;2;2;;1;1;0;0;0;0;1;3;;1;;4;3;1;2;;1;2;2;3;;3;3;3;1;3;2;;2;1;1;9;1;2;3;1;2;2;3;;1;0;0;1;0;0;0;1;0;0;0;0;;1;;1;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;4;1;3;5;8;3;10
1568;0,62910570;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;1;0;0;;1;0;0;1;0;0;;1;0;0;1;1;0;0;0;0;0;0;2;;4;2;2;3;4;3;;1;1;2;2;1;1;1;3;2;;1;;;2;;1;1;0;0;0;0;1;3;;1;;9;2;2;2;;3;;4;1;;2;2;3;3;2;9;;1;1;1;2;1;1;2;1;2;2;3;;1;1;0;1;1;1;0;1;1;0;0;0;;2;;1;3;3;2;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;4;1;6;8
1569;0,50534141;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;1;0;0;;1;0;1;1;0;0;;0;1;1;1;1;0;0;0;0;0;0;3;;4;2;2;2;2;3;;2;1;3;1;1;1;1;3;3;;2;;1;2;;1;1;1;0;0;0;1;4;;1;;4;3;1;1;1;1;1;4;3;;2;2;3;2;3;3;;2;1;1;1;2;2;2;2;2;2;2;;1;1;1;1;1;0;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;7;4;;4;3;5;10
1570;0,66981844;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;1;0;1;1;1;0;0;0;4;;4;2;1;2;2;3;;1;2;1;2;1;2;3;1;1;;1;1;;1;;1;1;0;0;0;0;2;;2;1;;4;1;1;2;;1;1;3;3;;2;3;3;2;1;2;;2;1;2;1;1;2;2;1;2;2;2;;1;0;1;1;1;1;0;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;3;4;8;3;9
1571;0,31623887;aus DatenschutzgrÅnden gelîscht ;2;1;;1;0;0;0;0;;1;1;1;1;0;0;;1;0;0;1;1;0;1;1;0;0;0;4;;2;1;1;2;3;3;;1;1;1;1;2;1;1;2;1;;2;2;2;9;;1;1;0;0;0;0;1;4;;1;;4;1;1;1;2;2;1;1;1;;3;1;3;1;2;1;;1;9;1;1;2;1;2;1;1;2;1;;1;1;0;1;1;1;1;1;1;0;0;0;;1;;2;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;2;7;6;10
1572;0,76341026;aus DatenschutzgrÅnden gelîscht ;1;5;;0;1;0;0;0;;1;0;0;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;4;;3;2;4;3;3;3;;1;1;1;1;1;1;1;2;1;;2;;;2;;1;1;1;0;0;0;1;4;;1;;3;1;2;1;1;1;1;1;3;;2;4;4;3;2;4;;2;1;1;3;1;2;2;1;3;2;3;;1;1;1;1;0;1;1;1;1;0;0;0;;1;;9;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;3;4;8;3;9
1573;0,51303863;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;1;0;0;4;;4;4;2;3;2;3;;1;2;2;1;3;2;1;1;2;;;;;2;;1;0;0;0;0;0;1;5;;1;;2;4;4;2;;3;;2;3;;3;3;4;4;1;4;;3;3;3;1;1;2;3;1;1;3;3;;1;1;1;0;1;1;1;0;1;0;0;0;;2;;3;3;3;3;3;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;4;5;;4;14;7;10
1574;0,76228527;aus DatenschutzgrÅnden gelîscht ;1;3;;0;1;0;0;0;;1;1;0;1;0;0;;1;0;1;1;1;1;1;0;0;0;0;3;;3;2;1;2;1;3;;1;2;3;1;2;1;1;2;2;;2;1;;2;;1;0;0;0;0;0;2;;2;3;;1;2;4;2;;3;;2;1;;3;3;4;3;3;2;;2;2;1;2;1;1;2;1;2;1;1;;0;0;1;1;0;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;8;9;4;7
1575;1,16774805;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;1;0;0;;0;0;1;1;0;0;;1;0;1;1;0;1;0;0;0;0;0;4;;3;1;9;1;3;1;;1;1;3;1;1;2;1;2;1;;;;9;4;;1;0;1;0;0;0;2;;1;2;;3;1;1;1;2;1;1;4;3;;3;1;2;3;1;1;;1;3;3;3;2;2;2;1;1;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;1;2;3;2;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;3;5;9;;6;7;1;1
1576;0,75260045;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;1;0;0;;0;1;0;1;0;0;;1;0;1;1;1;1;0;1;0;0;0;4;;4;1;2;1;4;1;;3;2;1;1;1;2;1;2;3;;;1;;4;;1;1;1;0;0;0;1;2;;3;;3;2;2;1;1;1;1;2;3;;3;1;9;3;3;9;;2;1;1;2;1;1;2;9;3;2;3;;0;0;0;0;1;1;1;0;1;0;0;0;;3;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;3;5;5;3;7
1577;0,50570980;aus DatenschutzgrÅnden gelîscht ;2;2;;0;1;0;0;0;;0;1;0;1;0;0;;0;0;0;0;1;0;0;1;0;0;0;2;;4;4;2;1;3;1;;1;1;2;2;3;1;3;1;1;;;1;;2;;1;0;1;0;0;0;1;3;;1;;4;9;1;1;1;1;2;2;3;;2;1;4;2;1;1;;1;1;1;1;1;2;2;1;3;3;3;;0;1;1;0;1;1;1;1;0;0;0;0;;1;;3;3;3;1;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;6;5;4;1;2;6;14;3;4
1578;0,85694440;aus DatenschutzgrÅnden gelîscht ;1;3;;1;1;1;0;0;;1;1;1;1;0;0;;1;0;1;1;1;0;0;0;0;0;0;2;;4;2;1;1;1;1;;2;1;1;1;2;9;2;2;1;;1;2;1;1;;1;1;1;0;0;0;1;3;;2;;2;2;1;2;;3;;4;1;;1;3;4;4;4;2;;1;1;1;2;3;1;3;1;9;2;2;;1;0;1;0;1;1;1;1;0;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;5;8;6;8
1579;1,24109148;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;0;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;3;;1;1;4;2;4;2;;3;9;1;1;2;1;2;2;2;;2;3;;2;;1;1;0;0;0;0;2;;2;1;;3;2;1;1;1;1;1;4;1;;2;3;4;4;3;2;;3;3;3;1;1;1;2;1;2;2;2;;1;1;1;0;0;1;0;1;1;0;0;0;;1;;2;3;3;3;1;;1;0;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;1;1;3;4;;2;3;1;7
1580;0,87722384;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;1;0;0;;1;1;1;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;4;2;3;1;2;1;;3;1;1;9;2;2;1;2;1;;1;1;1;2;;1;1;1;0;0;0;1;2;;3;;2;3;1;1;1;3;;4;1;;1;9;4;4;4;1;;1;1;1;1;1;1;1;1;2;9;2;;1;1;1;0;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;4;4;4;5;;5;3;3;7
1581;1,10033326;aus DatenschutzgrÅnden gelîscht ;2;3;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;1;0;1;1;0;0;0;0;0;2;;2;4;1;2;1;3;;1;2;1;2;3;1;2;2;2;;4;1;9;2;;1;0;0;0;0;0;1;4;;1;;3;1;9;1;1;1;1;4;3;;9;1;4;3;2;2;;1;1;1;1;2;3;1;3;2;2;2;;1;0;0;1;1;1;1;1;0;0;0;0;;1;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;3;4;1;3;5;14;3;4
1582;0,66823549;aus DatenschutzgrÅnden gelîscht ;1;3;;0;0;0;1;0;;1;0;1;1;0;0;;1;0;1;1;1;0;0;1;0;0;0;4;;4;2;3;3;1;3;;3;2;2;2;2;2;3;2;1;;1;;2;3;;1;1;1;0;0;0;2;;3;1;;2;1;3;2;;1;3;2;2;;3;1;4;2;3;2;;3;3;3;1;1;2;1;2;2;3;3;;1;0;1;0;0;1;1;1;1;0;0;0;;2;;2;3;3;3;1;;1;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;9;;4;8;3;7
1583;0,71901573;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;1;0;0;;1;1;0;1;0;0;;1;0;0;1;0;0;0;0;0;0;0;2;;2;3;2;4;3;3;;1;1;1;1;1;2;2;9;1;;3;2;;4;;1;0;0;0;0;0;1;4;;1;;4;1;2;2;;1;3;3;3;;4;1;3;4;2;1;;2;2;2;3;1;1;1;1;3;2;3;;0;1;0;1;0;1;0;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;3;8;5;5;6
1584;0,73872739;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;1;0;1;1;0;1;0;0;0;0;4;;2;1;3;1;1;1;;2;1;1;1;2;1;2;1;2;;1;2;;1;;1;1;0;0;0;0;1;4;;2;;2;1;2;1;2;2;1;4;1;;1;4;4;4;4;3;;2;2;2;2;2;1;1;1;1;1;2;;1;1;1;0;1;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;3;5;9;;6;5;4;10
1585;0,55746837;aus DatenschutzgrÅnden gelîscht ;2;5;;1;0;0;0;0;;1;1;0;1;0;0;;1;0;1;0;0;0;0;0;0;0;0;4;;3;2;3;2;4;2;;2;2;1;2;3;2;2;1;1;;1;1;;3;;1;0;1;0;0;0;1;5;;1;;2;1;3;2;;1;1;3;3;;4;1;2;2;1;2;;2;2;1;3;2;2;3;1;2;1;2;;1;1;1;1;1;1;0;0;1;0;0;0;;2;;2;9;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;4;4;15;3;3
1586;0,69126963;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;1;1;1;1;0;0;;1;0;1;1;1;0;0;1;0;0;0;3;;3;4;3;2;1;3;;2;1;1;2;1;1;1;2;2;;1;1;2;1;;1;0;1;0;0;0;1;4;;1;;3;1;1;2;;1;1;2;3;;4;1;4;3;1;1;;1;1;1;1;2;2;3;1;1;2;2;;1;1;1;1;1;1;0;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;4;1;3;5;9;1;7
1587;4,82194135;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;0;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;2;;3;2;3;1;1;2;;2;1;1;1;1;1;1;3;1;;2;2;;3;;1;1;1;0;0;0;1;4;;4;;2;9;3;1;1;2;1;3;2;;3;1;4;1;9;3;;3;2;1;2;2;3;3;1;2;2;3;;1;1;0;1;0;1;0;1;1;0;0;0;;2;;9;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;3;4;10;4;8
1588;0,91003986;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;1;0;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;4;4;2;3;2;1;;2;1;1;2;1;1;3;1;1;;2;1;1;;;1;1;0;0;0;0;1;3;;4;;3;2;2;1;1;2;1;4;1;;1;4;3;3;2;1;;2;2;1;1;2;2;2;1;1;1;2;;1;0;1;1;0;1;0;1;1;0;0;0;;1;;3;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;3;1;2;5;5;4;10
1589;0,95959085;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;0;0;0;;1;0;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;2;3;4;2;2;3;;9;1;1;1;1;2;1;2;1;;1;;;2;;0;1;1;0;0;0;1;4;;1;;4;1;2;2;;1;2;4;1;;2;9;4;2;9;3;;1;1;1;2;1;1;1;1;2;2;2;;1;1;1;0;1;1;1;1;1;0;0;0;;1;;2;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;7;1;2;5;6;7;10
1590;0,83608147;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;3;2;1;1;3;3;;1;1;1;1;2;2;3;2;1;;9;2;2;2;;1;1;0;0;0;0;1;2;;2;;4;1;2;1;2;1;1;2;1;;2;3;3;2;2;2;;2;2;2;1;1;1;2;1;1;2;9;;1;1;1;1;1;1;0;1;1;0;0;0;;2;;1;3;3;3;3;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;4;;6;9;3;10
1591;0,92436209;aus DatenschutzgrÅnden gelîscht ;1;5;;1;1;0;0;0;;1;1;1;1;0;0;;0;0;1;0;1;1;1;0;0;0;0;3;;1;2;9;4;2;3;;2;2;1;2;1;2;3;2;3;;1;1;2;3;;1;1;1;0;0;0;1;3;;1;;3;2;1;2;;1;1;3;3;;4;2;2;2;2;1;;2;2;2;1;2;1;2;1;1;2;9;;1;1;1;1;1;1;0;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;2;4;8;13;6;8
1592;1,41756690;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;0;1;0;1;0;0;;0;0;1;0;0;1;1;0;0;0;0;4;;3;3;9;2;2;3;;1;2;2;2;2;2;2;2;2;;;1;;4;;1;1;1;0;0;0;1;4;;1;;4;2;1;2;;3;;4;2;;4;3;3;3;1;3;;1;3;1;1;1;1;3;1;2;3;3;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;1;0;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;6;3;16;1;1
1593;0,68996197;aus DatenschutzgrÅnden gelîscht ;2;1;;0;0;0;1;0;;1;1;1;1;0;0;;0;0;1;1;1;0;1;1;0;0;0;2;;1;2;3;1;3;2;;3;1;1;2;1;1;1;2;1;;2;2;3;3;;1;1;0;0;0;0;1;3;;1;;4;2;1;2;;1;1;4;3;;2;3;3;2;1;2;;1;3;1;2;3;2;2;1;1;1;3;;1;0;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;0;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;2;6;1;10;6;8;3;3
1594;0,80446564;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;0;1;0;1;0;0;;0;0;1;1;0;0;1;0;0;0;0;3;;1;2;3;2;2;3;;1;3;2;2;3;2;1;2;2;;;2;;1;;1;1;0;0;0;0;1;3;;1;;3;1;2;2;;2;2;3;3;;2;2;4;4;1;2;;2;2;2;1;1;2;3;9;9;2;2;;1;1;0;1;0;1;1;1;1;0;0;0;;2;;9;9;3;3;1;;0;1;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;4;4;3;2;2;5;8;4;8
1595;1,68668523;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;0;1;;0;0;0;0;0;1;;1;0;0;0;0;0;1;0;0;0;0;3;;2;1;3;2;2;2;;2;2;1;2;2;2;2;2;2;;;;;;;1;0;0;0;0;0;2;;2;1;;4;2;2;2;;1;1;2;1;;2;3;3;3;1;2;;1;1;1;1;1;2;2;1;1;2;2;;1;1;1;1;1;0;0;1;0;0;0;0;;2;;2;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;4;4;5;2;2;8;5;6;8
1596;1,07965791;aus DatenschutzgrÅnden gelîscht ;1;1;;1;0;1;0;0;;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;2;;3;2;3;2;1;3;;2;1;1;1;1;1;1;3;1;;;;;1;;0;0;1;0;0;0;2;;2;1;;2;2;4;1;2;1;1;1;1;;2;3;3;2;2;1;;3;3;1;1;1;1;2;1;1;1;2;;0;1;0;1;0;1;1;1;1;0;0;0;;2;;2;3;3;3;1;;1;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;4;2;5;1;3;6;5;3;3
1597;1,91150940;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;0;0;0;;0;0;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;1;3;3;1;4;3;;1;1;2;2;9;1;1;2;2;;;;1;2;;1;0;1;0;0;0;1;4;;1;;2;1;3;1;2;1;1;1;1;;2;2;3;3;2;2;;2;1;1;1;2;1;1;1;2;2;2;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;0;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;3;1;2;3;5;4;9
